Order ID,Order Date,Year,Month,Region,City,Category,Product,Salesperson,Customer Segment,Units Sold,Unit Price,Discount %,Cost Ratio
1558,2024-06-11,2024,Jun,North,Chandigarh,Apparel,Jacket,Vikram Rao,Consumer,9,2150.69,0,0.6751584727431527
1559,2024-06-11,2024,Jun,East,Kolkata,Apparel,T-Shirt,Rohan Mehta,Corporate,7,812.55,0,0.6959779327842699
1560,2024-06-11,2024,Jun,South,Chennai,Furniture,Bookshelf,Rohan Mehta,Corporate,5,4684.38,0.05,0.639833837065449
1561,2024-06-12,2024,Jun,South,Hyderabad,Furniture,Bookshelf,Arjun Kapoor,Small Business,4,4663.16,0.05,0.6877064178960568
1562,2024-06-12,2024,Jun,South,Chennai,Furniture,Bookshelf,Neha Joshi,Consumer,6,4305.52,0.15,0.7397203128329524
1563,2024-06-12,2024,Jun,North,Delhi,Apparel,T-Shirt,Aarav Shah,Corporate,7,836.9,0.05,0.6386008974099304
1564,2024-06-13,2024,Jun,South,Bengaluru,Electronics,Laptop,Rohan Mehta,Consumer,10,55643.21,0.15,0.663408618587795
1565,2024-06-13,2024,Jun,South,Hyderabad,Furniture,Office Chair,Aarav Shah,Corporate,2,7131.7,0.1,0.576817325506098
1566,2024-06-13,2024,Jun,East,Patna,Apparel,T-Shirt,Karan Malhotra,Corporate,8,771.0,0,0.5952546120170199
1567,2024-06-13,2024,Jun,East,Kolkata,Apparel,Jacket,Sneha Kulkarni,Small Business,11,2307.41,0,0.5632272648469779
1568,2024-06-14,2024,Jun,East,Patna,Apparel,Jacket,Sneha Kulkarni,Corporate,7,2260.77,0.15,0.6970663559799322
1569,2024-06-14,2024,Jun,East,Patna,Apparel,Jacket,Neha Joshi,Small Business,10,2220.64,0.15,0.6782787648972615
1570,2024-06-14,2024,Jun,North,Lucknow,Electronics,Smartwatch,Divya Reddy,Consumer,4,6011.22,0.1,0.7467661287414582
1571,2024-06-14,2024,Jun,North,Lucknow,Home Appliances,Vacuum Cleaner,Aarav Shah,Consumer,5,9442.58,0.05,0.7047354025060252
1572,2024-06-14,2024,Jun,West,Pune,Furniture,Study Table,Vikram Rao,Small Business,1,9170.96,0,0.642715790614327
1573,2024-06-15,2024,Jun,North,Lucknow,Electronics,Laptop,Neha Joshi,Small Business,9,52994.19,0.1,0.6146921864910213
1574,2024-06-15,2024,Jun,North,Delhi,Home Appliances,Vacuum Cleaner,Sneha Kulkarni,Corporate,2,9262.58,0.2,0.6797152860569394
1575,2024-06-15,2024,Jun,South,Hyderabad,Electronics,Smartphone,Priya Nair,Small Business,8,18241.33,0,0.6547634612132298
1576,2024-06-15,2024,Jun,East,Patna,Furniture,Study Table,Arjun Kapoor,Corporate,1,9241.43,0.05,0.6630983157028338
1577,2024-06-15,2024,Jun,South,Bengaluru,Furniture,Office Chair,Aarav Shah,Corporate,5,6866.66,0.1,0.6077561074889494
1578,2024-06-16,2024,Jun,North,Delhi,Furniture,Office Chair,Neha Joshi,Corporate,1,6971.05,0.1,0.65870023192086
1579,2024-06-16,2024,Jun,North,Lucknow,Home Appliances,Mixer Grinder,Sneha Kulkarni,Small Business,11,3491.5,0.1,0.6383750722995474
1580,2024-06-16,2024,Jun,North,Delhi,Apparel,Shoes,Arjun Kapoor,Consumer,1,3099.15,0,0.6806553756431041
1581,2024-06-17,2024,Jun,South,Bengaluru,Apparel,Jacket,Priya Nair,Consumer,2,2181.73,0,0.5822670454861082
1582,2024-06-17,2024,Jun,West,Ahmedabad,Furniture,Study Table,Neha Joshi,Corporate,1,8633.81,0.05,0.614564370168104
1583,2024-06-18,2024,Jun,North,Chandigarh,Electronics,Headphones,Divya Reddy,Consumer,2,2548.65,0.05,0.6158417053923797
1584,2024-06-18,2024,Jun,East,Patna,Furniture,Bookshelf,Sneha Kulkarni,Small Business,1,4324.19,0.2,0.7458699891402998
1585,2024-06-18,2024,Jun,North,Chandigarh,Apparel,Jacket,Neha Joshi,Corporate,5,2205.59,0.15,0.620770668874838
1586,2024-06-18,2024,Jun,South,Hyderabad,Home Appliances,Vacuum Cleaner,Divya Reddy,Corporate,3,9864.48,0,0.6917174135006786
1587,2024-06-18,2024,Jun,South,Bengaluru,Electronics,Smartphone,Divya Reddy,Small Business,2,18427.44,0,0.7099128702511013
1588,2024-06-19,2024,Jun,East,Kolkata,Apparel,Jacket,Arjun Kapoor,Small Business,4,2092.49,0,0.6880034123087327
1589,2024-06-19,2024,Jun,West,Mumbai,Apparel,Jacket,Arjun Kapoor,Small Business,6,2258.75,0,0.6871671577293916
1590,2024-06-19,2024,Jun,West,Pune,Electronics,Laptop,Sneha Kulkarni,Corporate,6,57322.54,0.1,0.733232610634715
1591,2024-06-19,2024,Jun,North,Lucknow,Furniture,Study Table,Rohan Mehta,Small Business,8,9352.85,0.15,0.7291857202874268
1592,2024-06-19,2024,Jun,East,Bhubaneswar,Electronics,Headphones,Neha Joshi,Small Business,11,2453.88,0.15,0.553743686092291
1593,2024-06-20,2024,Jun,West,Mumbai,Furniture,Study Table,Aarav Shah,Corporate,7,9113.86,0,0.664196328231229
1594,2024-06-20,2024,Jun,East,Kolkata,Electronics,Headphones,Ananya Iyer,Small Business,1,2442.87,0,0.6494108868793379
1595,2024-06-20,2024,Jun,South,Chennai,Home Appliances,Air Purifier,Sneha Kulkarni,Small Business,5,11610.02,0.05,0.7069887966474817
1596,2024-06-20,2024,Jun,South,Bengaluru,Home Appliances,Vacuum Cleaner,Aarav Shah,Corporate,9,9171.37,0.05,0.734727353578019
1597,2024-06-21,2024,Jun,West,Mumbai,Electronics,Laptop,Sneha Kulkarni,Small Business,1,54776.53,0.2,0.7229620404874457
1598,2024-06-21,2024,Jun,North,Delhi,Apparel,T-Shirt,Neha Joshi,Consumer,6,797.35,0,0.5706205658921267
1599,2024-06-21,2024,Jun,West,Mumbai,Apparel,Shoes,Sneha Kulkarni,Corporate,4,3101.61,0.05,0.6564551611530033
1600,2024-06-21,2024,Jun,East,Patna,Electronics,Headphones,Rohan Mehta,Consumer,5,2403.62,0.15,0.6619251527101706
1601,2024-06-22,2024,Jun,South,Hyderabad,Apparel,Shoes,Ananya Iyer,Corporate,3,3341.85,0.05,0.6648165885281937
1602,2024-06-22,2024,Jun,South,Bengaluru,Apparel,Shoes,Ananya Iyer,Small Business,8,3056.23,0,0.6441471158017105
1603,2024-06-23,2024,Jun,North,Chandigarh,Electronics,Smartphone,Karan Malhotra,Corporate,3,18368.42,0.15,0.6758941379728531
1604,2024-06-23,2024,Jun,East,Patna,Apparel,Jacket,Ananya Iyer,Consumer,12,2256.85,0.15,0.5657091214860707
1605,2024-06-24,2024,Jun,South,Bengaluru,Home Appliances,Mixer Grinder,Divya Reddy,Corporate,11,3550.55,0.1,0.6441091749544355
1606,2024-06-24,2024,Jun,South,Bengaluru,Apparel,Jacket,Karan Malhotra,Consumer,12,2291.8,0.05,0.707755741269576
1607,2024-06-24,2024,Jun,West,Pune,Home Appliances,Mixer Grinder,Priya Nair,Corporate,2,3448.0,0.1,0.7191532524985098
1608,2024-06-24,2024,Jun,West,Pune,Furniture,Bookshelf,Priya Nair,Corporate,12,4633.54,0.05,0.6612299720189742
1609,2024-06-24,2024,Jun,North,Chandigarh,Home Appliances,Air Purifier,Neha Joshi,Corporate,4,12145.05,0.15,0.5818040579168375
1610,2024-06-25,2024,Jun,East,Kolkata,Apparel,T-Shirt,Neha Joshi,Corporate,7,805.38,0.05,0.6589053760381537
1611,2024-06-25,2024,Jun,South,Bengaluru,Electronics,Smartwatch,Priya Nair,Small Business,10,5977.75,0.15,0.5695307818383323
1612,2024-06-25,2024,Jun,East,Kolkata,Apparel,Jacket,Priya Nair,Small Business,2,2240.81,0.15,0.7042686757741358
1613,2024-06-25,2024,Jun,East,Bhubaneswar,Home Appliances,Vacuum Cleaner,Aarav Shah,Consumer,4,9801.18,0.15,0.730651200942678
1614,2024-06-25,2024,Jun,North,Delhi,Furniture,Study Table,Arjun Kapoor,Corporate,7,9104.01,0.1,0.589133324035498
1615,2024-06-26,2024,Jun,West,Ahmedabad,Apparel,Jacket,Ananya Iyer,Consumer,10,2091.79,0.15,0.6308394832128834
1616,2024-06-26,2024,Jun,South,Chennai,Electronics,Headphones,Arjun Kapoor,Consumer,1,2550.84,0.05,0.5719396633822439
1617,2024-06-26,2024,Jun,West,Mumbai,Furniture,Study Table,Neha Joshi,Corporate,11,8836.31,0.1,0.6312065309011415
1618,2024-06-26,2024,Jun,East,Patna,Furniture,Bookshelf,Rohan Mehta,Corporate,3,4359.7,0.1,0.7186655341453583
1619,2024-06-27,2024,Jun,East,Kolkata,Apparel,Shoes,Rohan Mehta,Consumer,1,3062.96,0,0.5787991772910047
1620,2024-06-27,2024,Jun,East,Patna,Home Appliances,Mixer Grinder,Priya Nair,Consumer,11,3607.08,0.1,0.728716493828488
1621,2024-06-27,2024,Jun,East,Patna,Furniture,Study Table,Arjun Kapoor,Corporate,9,9288.06,0.1,0.621061446109028
1622,2024-06-27,2024,Jun,South,Chennai,Electronics,Smartwatch,Sneha Kulkarni,Small Business,9,5861.55,0.15,0.6652704706295878
1623,2024-06-28,2024,Jun,North,Lucknow,Home Appliances,Vacuum Cleaner,Ananya Iyer,Consumer,10,9482.46,0.2,0.5660126211376302
1624,2024-06-28,2024,Jun,West,Pune,Electronics,Smartphone,Sneha Kulkarni,Corporate,11,18435.03,0.2,0.5656163836778314
1625,2024-06-29,2024,Jun,North,Chandigarh,Electronics,Smartwatch,Divya Reddy,Small Business,8,6044.38,0.05,0.634203221429757
1626,2024-06-29,2024,Jun,West,Pune,Furniture,Office Chair,Neha Joshi,Small Business,5,7158.88,0.15,0.6020886273107198
1627,2024-06-29,2024,Jun,East,Patna,Furniture,Bookshelf,Aarav Shah,Small Business,5,4639.0,0.15,0.555459617505693
1628,2024-06-29,2024,Jun,East,Kolkata,Furniture,Bookshelf,Priya Nair,Corporate,5,4334.64,0.05,0.6050434229640043
1629,2024-06-30,2024,Jun,North,Lucknow,Electronics,Laptop,Neha Joshi,Small Business,3,55875.36,0.05,0.7115681382647148
1630,2024-06-30,2024,Jun,West,Ahmedabad,Furniture,Study Table,Rohan Mehta,Small Business,1,8858.56,0,0.7434691267387126
1631,2024-06-30,2024,Jun,South,Chennai,Home Appliances,Air Purifier,Sneha Kulkarni,Small Business,8,12271.2,0,0.5921713494923077
1632,2024-06-30,2024,Jun,West,Mumbai,Apparel,T-Shirt,Aarav Shah,Consumer,8,791.9,0.05,0.6452532481344797
1633,2024-07-01,2024,Jul,East,Patna,Home Appliances,Air Purifier,Vikram Rao,Consumer,9,12444.33,0,0.6077584444392063
1634,2024-07-01,2024,Jul,East,Bhubaneswar,Apparel,Shoes,Aarav Shah,Consumer,9,3243.98,0.1,0.6720971136063963
1635,2024-07-01,2024,Jul,West,Pune,Apparel,Jacket,Priya Nair,Corporate,11,2218.52,0.1,0.7046302030612396
1636,2024-07-02,2024,Jul,South,Hyderabad,Apparel,Shoes,Rohan Mehta,Corporate,9,3043.38,0,0.7163378999649762
1637,2024-07-02,2024,Jul,North,Chandigarh,Electronics,Smartphone,Divya Reddy,Corporate,4,18405.45,0.05,0.5886159062892822
1638,2024-07-02,2024,Jul,North,Lucknow,Electronics,Smartphone,Neha Joshi,Small Business,4,18810.88,0.2,0.5743580262483285
1639,2024-07-03,2024,Jul,North,Lucknow,Furniture,Study Table,Neha Joshi,Consumer,2,9176.09,0.05,0.6089137233301336
1640,2024-07-03,2024,Jul,North,Lucknow,Home Appliances,Air Purifier,Karan Malhotra,Small Business,11,12323.86,0.05,0.6014673190742226
1641,2024-07-04,2024,Jul,West,Mumbai,Home Appliances,Air Purifier,Ananya Iyer,Consumer,5,12546.73,0.05,0.585585897327326
1642,2024-07-04,2024,Jul,North,Chandigarh,Furniture,Bookshelf,Karan Malhotra,Consumer,11,4496.43,0,0.6581264313589146
1643,2024-07-05,2024,Jul,South,Hyderabad,Electronics,Smartwatch,Vikram Rao,Consumer,1,5743.75,0.15,0.6955090302982871
1644,2024-07-05,2024,Jul,East,Kolkata,Home Appliances,Mixer Grinder,Aarav Shah,Consumer,11,3461.67,0,0.6900110398677451
1645,2024-07-05,2024,Jul,East,Patna,Electronics,Smartwatch,Divya Reddy,Corporate,7,6206.43,0,0.6580257434038026
1646,2024-07-05,2024,Jul,North,Chandigarh,Home Appliances,Mixer Grinder,Neha Joshi,Small Business,6,3441.7,0.05,0.6301229596960465
1647,2024-07-05,2024,Jul,North,Chandigarh,Apparel,T-Shirt,Divya Reddy,Corporate,11,776.25,0.15,0.5578662365190878
1648,2024-07-06,2024,Jul,South,Chennai,Home Appliances,Mixer Grinder,Ananya Iyer,Corporate,2,3634.82,0.1,0.6970648366055854
1649,2024-07-06,2024,Jul,South,Bengaluru,Furniture,Office Chair,Neha Joshi,Consumer,8,6922.14,0.15,0.6786815275367064
1650,2024-07-06,2024,Jul,East,Patna,Home Appliances,Mixer Grinder,Aarav Shah,Corporate,1,3443.2,0.2,0.5585629066906986
1651,2024-07-06,2024,Jul,North,Delhi,Home Appliances,Vacuum Cleaner,Arjun Kapoor,Consumer,12,9575.38,0,0.5573755334846076
1652,2024-07-06,2024,Jul,South,Chennai,Electronics,Smartwatch,Neha Joshi,Consumer,4,6120.78,0,0.5528730409923927
1653,2024-07-07,2024,Jul,West,Mumbai,Home Appliances,Vacuum Cleaner,Rohan Mehta,Small Business,2,9801.91,0,0.5728359363930576
1654,2024-07-07,2024,Jul,South,Bengaluru,Furniture,Study Table,Ananya Iyer,Small Business,11,8911.81,0,0.7451706538857347
1655,2024-07-08,2024,Jul,West,Mumbai,Electronics,Laptop,Ananya Iyer,Consumer,2,53756.41,0.1,0.5836101706270811
1656,2024-07-08,2024,Jul,West,Ahmedabad,Furniture,Study Table,Sneha Kulkarni,Small Business,1,8670.03,0.2,0.6724883010627792
1657,2024-07-08,2024,Jul,South,Bengaluru,Home Appliances,Mixer Grinder,Aarav Shah,Consumer,3,3649.15,0.2,0.6803511583711661
1658,2024-07-09,2024,Jul,East,Patna,Home Appliances,Vacuum Cleaner,Rohan Mehta,Consumer,3,9632.83,0.15,0.6400838262022008
1659,2024-07-09,2024,Jul,South,Bengaluru,Electronics,Laptop,Divya Reddy,Small Business,2,55699.55,0.05,0.6195707133692293
1660,2024-07-09,2024,Jul,North,Lucknow,Furniture,Office Chair,Priya Nair,Small Business,2,7083.24,0.15,0.6515081513215246
1661,2024-07-09,2024,Jul,East,Patna,Furniture,Study Table,Aarav Shah,Consumer,2,9266.95,0.2,0.7187563389071432
1662,2024-07-10,2024,Jul,East,Kolkata,Furniture,Bookshelf,Aarav Shah,Consumer,11,4438.89,0,0.6369343284538117
1663,2024-07-10,2024,Jul,West,Ahmedabad,Home Appliances,Mixer Grinder,Priya Nair,Small Business,1,3648.7,0,0.5816091221354783
1664,2024-07-10,2024,Jul,North,Chandigarh,Electronics,Smartphone,Sneha Kulkarni,Small Business,8,18166.87,0.05,0.6338132548313609
1665,2024-07-10,2024,Jul,West,Mumbai,Electronics,Headphones,Sneha Kulkarni,Consumer,4,2559.44,0,0.6251064775755483
1666,2024-07-10,2024,Jul,South,Bengaluru,Home Appliances,Vacuum Cleaner,Divya Reddy,Consumer,7,9162.69,0.15,0.6409981745154572
1667,2024-07-11,2024,Jul,West,Mumbai,Home Appliances,Vacuum Cleaner,Sneha Kulkarni,Small Business,6,9951.78,0,0.6171782674300846
1668,2024-07-11,2024,Jul,North,Lucknow,Electronics,Headphones,Rohan Mehta,Consumer,8,2489.64,0,0.702067916607225
1669,2024-07-11,2024,Jul,South,Chennai,Furniture,Bookshelf,Neha Joshi,Consumer,10,4711.56,0,0.567294866460109
1670,2024-07-11,2024,Jul,East,Kolkata,Home Appliances,Air Purifier,Vikram Rao,Consumer,12,11913.73,0,0.599566288780117
1671,2024-07-11,2024,Jul,East,Patna,Furniture,Bookshelf,Rohan Mehta,Small Business,1,4463.0,0,0.5580117359627389
1672,2024-07-12,2024,Jul,North,Chandigarh,Home Appliances,Air Purifier,Priya Nair,Corporate,8,11688.61,0.15,0.7006157383507833
1673,2024-07-12,2024,Jul,East,Kolkata,Furniture,Study Table,Vikram Rao,Consumer,11,9449.06,0,0.6459565902784997
1674,2024-07-12,2024,Jul,West,Mumbai,Home Appliances,Vacuum Cleaner,Neha Joshi,Consumer,8,9465.57,0,0.7248398076044543
1675,2024-07-12,2024,Jul,East,Kolkata,Apparel,Shoes,Divya Reddy,Small Business,11,3040.44,0.2,0.5641397183908213
1676,2024-07-12,2024,Jul,West,Ahmedabad,Electronics,Headphones,Karan Malhotra,Corporate,12,2611.52,0.15,0.6650458735145311
1677,2024-07-13,2024,Jul,North,Lucknow,Apparel,Shoes,Aarav Shah,Small Business,11,3156.48,0,0.5721933087452575
1678,2024-07-13,2024,Jul,West,Pune,Electronics,Headphones,Ananya Iyer,Consumer,11,2514.7,0,0.6621516417106049
1679,2024-07-13,2024,Jul,South,Bengaluru,Apparel,T-Shirt,Arjun Kapoor,Consumer,11,798.28,0.15,0.7242262765155788
1680,2024-07-14,2024,Jul,South,Chennai,Apparel,Jacket,Arjun Kapoor,Small Business,7,2150.97,0,0.6245627557415167
1681,2024-07-14,2024,Jul,East,Bhubaneswar,Electronics,Smartwatch,Arjun Kapoor,Small Business,9,6239.67,0.1,0.674190253567913
1682,2024-07-14,2024,Jul,North,Delhi,Home Appliances,Mixer Grinder,Priya Nair,Corporate,3,3425.93,0,0.5718729841184113
1683,2024-07-15,2024,Jul,North,Lucknow,Furniture,Study Table,Rohan Mehta,Consumer,9,9406.89,0,0.6086338883884798
1684,2024-07-15,2024,Jul,South,Chennai,Apparel,Jacket,Divya Reddy,Small Business,11,2094.73,0,0.5625899017185518
1685,2024-07-15,2024,Jul,South,Hyderabad,Apparel,Jacket,Neha Joshi,Corporate,11,2232.13,0.05,0.6472296783229072
1686,2024-07-15,2024,Jul,East,Bhubaneswar,Apparel,Shoes,Rohan Mehta,Corporate,3,3292.57,0,0.6468486225186323
1687,2024-07-16,2024,Jul,North,Delhi,Apparel,Jacket,Divya Reddy,Consumer,10,2293.31,0.2,0.6570633370954493
1688,2024-07-16,2024,Jul,South,Bengaluru,Furniture,Office Chair,Sneha Kulkarni,Consumer,1,7345.64,0.15,0.5752947024120222
1689,2024-07-16,2024,Jul,West,Pune,Furniture,Office Chair,Arjun Kapoor,Small Business,1,7115.89,0.05,0.5795888429476543
1690,2024-07-16,2024,Jul,East,Patna,Furniture,Bookshelf,Vikram Rao,Consumer,1,4457.05,0.1,0.7037036331674217
1691,2024-07-17,2024,Jul,West,Mumbai,Electronics,Headphones,Vikram Rao,Corporate,5,2617.4,0.15,0.6833775462911776
1692,2024-07-17,2024,Jul,East,Bhubaneswar,Electronics,Smartwatch,Aarav Shah,Consumer,11,6030.58,0.05,0.5549591189647167
1693,2024-07-17,2024,Jul,South,Chennai,Apparel,T-Shirt,Ananya Iyer,Consumer,10,811.31,0.15,0.6552867684098241
1694,2024-07-17,2024,Jul,West,Mumbai,Electronics,Smartphone,Arjun Kapoor,Corporate,11,18308.8,0,0.7451679013845138
1695,2024-07-17,2024,Jul,East,Kolkata,Home Appliances,Air Purifier,Neha Joshi,Small Business,9,12532.08,0.2,0.6222129738294453
1696,2024-07-18,2024,Jul,East,Bhubaneswar,Home Appliances,Air Purifier,Aarav Shah,Corporate,6,11821.63,0.1,0.7248603471532956
1697,2024-07-18,2024,Jul,North,Delhi,Home Appliances,Vacuum Cleaner,Karan Malhotra,Corporate,5,9180.6,0.2,0.744072134640401
1698,2024-07-18,2024,Jul,East,Patna,Home Appliances,Mixer Grinder,Neha Joshi,Small Business,2,3375.27,0.05,0.6449226260012126
1699,2024-07-19,2024,Jul,North,Lucknow,Home Appliances,Mixer Grinder,Aarav Shah,Corporate,11,3645.04,0.1,0.5849786021647063
1700,2024-07-19,2024,Jul,East,Patna,Furniture,Office Chair,Rohan Mehta,Corporate,5,7037.71,0,0.714559843877328
1701,2024-07-19,2024,Jul,West,Ahmedabad,Apparel,Jacket,Arjun Kapoor,Small Business,8,2139.39,0,0.5808047939280824
1702,2024-07-19,2024,Jul,West,Ahmedabad,Home Appliances,Mixer Grinder,Vikram Rao,Corporate,3,3497.16,0.2,0.6789571691226218
1703,2024-07-20,2024,Jul,North,Chandigarh,Home Appliances,Mixer Grinder,Neha Joshi,Small Business,6,3528.37,0.15,0.6372137023036867
1704,2024-07-20,2024,Jul,West,Ahmedabad,Home Appliances,Vacuum Cleaner,Priya Nair,Corporate,9,9721.31,0,0.7190560136132497
1705,2024-07-21,2024,Jul,North,Delhi,Apparel,Jacket,Rohan Mehta,Corporate,3,2101.64,0.05,0.6339028010312425
1706,2024-07-21,2024,Jul,West,Mumbai,Apparel,Jacket,Arjun Kapoor,Small Business,2,2203.05,0.2,0.5866494994829436
1707,2024-07-21,2024,Jul,North,Lucknow,Furniture,Bookshelf,Ananya Iyer,Corporate,11,4634.94,0.05,0.6870887438922636
1708,2024-07-22,2024,Jul,North,Lucknow,Apparel,T-Shirt,Aarav Shah,Consumer,9,782.51,0.1,0.6323989008967773
1709,2024-07-22,2024,Jul,South,Bengaluru,Furniture,Office Chair,Arjun Kapoor,Consumer,4,7206.57,0.15,0.6726856718803239
1710,2024-07-22,2024,Jul,North,Chandigarh,Home Appliances,Mixer Grinder,Priya Nair,Consumer,1,3492.83,0.05,0.688210140708936
1711,2024-07-22,2024,Jul,South,Chennai,Apparel,T-Shirt,Vikram Rao,Consumer,12,825.17,0,0.5757428956878412
1712,2024-07-23,2024,Jul,South,Chennai,Furniture,Office Chair,Rohan Mehta,Consumer,7,7133.57,0,0.5655470595043993
1713,2024-07-23,2024,Jul,East,Bhubaneswar,Electronics,Laptop,Priya Nair,Consumer,11,55074.14,0,0.6438164682968291
1714,2024-07-23,2024,Jul,West,Mumbai,Electronics,Headphones,Aarav Shah,Consumer,2,2605.02,0,0.6675206093507631
1715,2024-07-24,2024,Jul,South,Hyderabad,Apparel,T-Shirt,Priya Nair,Consumer,12,835.35,0.15,0.6195673083546807
1716,2024-07-24,2024,Jul,South,Hyderabad,Furniture,Bookshelf,Neha Joshi,Consumer,2,4643.81,0,0.6557677480831714
1717,2024-07-24,2024,Jul,South,Chennai,Furniture,Bookshelf,Aarav Shah,Small Business,2,4690.9,0.15,0.7202593620237054
1718,2024-07-25,2024,Jul,West,Ahmedabad,Furniture,Study Table,Priya Nair,Consumer,6,9433.17,0.1,0.5928548000965282
1719,2024-07-25,2024,Jul,South,Chennai,Electronics,Headphones,Priya Nair,Corporate,2,2504.93,0.1,0.702454735876993
1720,2024-07-25,2024,Jul,West,Ahmedabad,Electronics,Smartphone,Ananya Iyer,Corporate,2,17792.61,0.1,0.6700779016854979
1721,2024-07-25,2024,Jul,West,Ahmedabad,Home Appliances,Mixer Grinder,Arjun Kapoor,Corporate,5,3669.74,0.1,0.5877569971334543
1722,2024-07-25,2024,Jul,North,Chandigarh,Apparel,T-Shirt,Aarav Shah,Small Business,8,813.77,0.1,0.6376116700808143
1723,2024-07-26,2024,Jul,North,Delhi,Home Appliances,Air Purifier,Neha Joshi,Consumer,12,12510.35,0,0.5629420822318048
1724,2024-07-26,2024,Jul,South,Chennai,Furniture,Bookshelf,Karan Malhotra,Consumer,4,4652.15,0.2,0.6498220224358414
1725,2024-07-27,2024,Jul,East,Bhubaneswar,Home Appliances,Vacuum Cleaner,Neha Joshi,Corporate,8,9510.84,0,0.7035999111155193
1726,2024-07-27,2024,Jul,North,Delhi,Apparel,Jacket,Divya Reddy,Consumer,11,2297.33,0,0.5699206780460453
1727,2024-07-27,2024,Jul,North,Delhi,Home Appliances,Vacuum Cleaner,Aarav Shah,Consumer,7,9599.35,0.05,0.5805473302345762
1728,2024-07-27,2024,Jul,North,Delhi,Home Appliances,Air Purifier,Sneha Kulkarni,Corporate,11,11997.48,0.15,0.6023330547547908
1729,2024-07-28,2024,Jul,North,Delhi,Home Appliances,Mixer Grinder,Karan Malhotra,Corporate,6,3623.51,0.1,0.6419312477647977
1730,2024-07-28,2024,Jul,North,Delhi,Apparel,Shoes,Rohan Mehta,Corporate,7,3083.04,0.2,0.6278160981646999
1731,2024-07-28,2024,Jul,North,Lucknow,Home Appliances,Vacuum Cleaner,Arjun Kapoor,Small Business,9,9568.6,0.1,0.6624510822509996
1732,2024-07-28,2024,Jul,South,Hyderabad,Electronics,Smartwatch,Vikram Rao,Corporate,10,6282.52,0.15,0.6852975567471441
1733,2024-07-29,2024,Jul,West,Mumbai,Electronics,Smartphone,Rohan Mehta,Corporate,6,18557.2,0.15,0.5553799685317189
1734,2024-07-29,2024,Jul,West,Pune,Electronics,Smartwatch,Ananya Iyer,Corporate,7,5910.76,0.2,0.5988457772845237
1735,2024-07-29,2024,Jul,South,Hyderabad,Apparel,Shoes,Priya Nair,Small Business,2,3318.06,0,0.617518851413994
1736,2024-07-29,2024,Jul,North,Lucknow,Apparel,T-Shirt,Divya Reddy,Small Business,7,805.44,0.1,0.6033237770503793
1737,2024-07-30,2024,Jul,North,Chandigarh,Home Appliances,Vacuum Cleaner,Karan Malhotra,Corporate,10,9117.84,0.1,0.5700113366408109
1738,2024-07-30,2024,Jul,South,Chennai,Home Appliances,Vacuum Cleaner,Ananya Iyer,Consumer,10,9309.54,0.1,0.5903517253651496
1739,2024-07-30,2024,Jul,North,Lucknow,Furniture,Study Table,Vikram Rao,Consumer,5,9446.6,0.1,0.7109206039099186
1740,2024-07-30,2024,Jul,North,Lucknow,Electronics,Headphones,Vikram Rao,Consumer,10,2575.3,0.1,0.6354211780574012
1741,2024-07-30,2024,Jul,West,Mumbai,Apparel,Shoes,Vikram Rao,Corporate,11,3212.78,0,0.632862850133033
1742,2024-07-31,2024,Jul,East,Patna,Furniture,Office Chair,Arjun Kapoor,Consumer,10,6999.44,0.2,0.7424234149216234
1743,2024-07-31,2024,Jul,East,Bhubaneswar,Home Appliances,Vacuum Cleaner,Aarav Shah,Small Business,4,9371.06,0,0.5980747895694862
1744,2024-07-31,2024,Jul,West,Pune,Home Appliances,Air Purifier,Priya Nair,Small Business,4,12415.16,0.05,0.714742140899665
1745,2024-07-31,2024,Jul,South,Chennai,Furniture,Study Table,Sneha Kulkarni,Consumer,3,8722.72,0,0.7094089520383311
1746,2024-08-01,2024,Aug,East,Bhubaneswar,Home Appliances,Air Purifier,Aarav Shah,Consumer,3,11727.25,0,0.6016793694938269
1747,2024-08-01,2024,Aug,West,Ahmedabad,Furniture,Bookshelf,Aarav Shah,Small Business,8,4627.01,0,0.7219168005831621
1748,2024-08-01,2024,Aug,North,Chandigarh,Apparel,T-Shirt,Karan Malhotra,Corporate,11,812.59,0,0.6293790101158054
1749,2024-08-01,2024,Aug,South,Bengaluru,Electronics,Smartphone,Arjun Kapoor,Small Business,10,18809.41,0.15,0.6003616116888093
1750,2024-08-02,2024,Aug,South,Hyderabad,Electronics,Headphones,Ananya Iyer,Small Business,12,2472.49,0.2,0.6987917948304684
1751,2024-08-02,2024,Aug,East,Kolkata,Furniture,Office Chair,Rohan Mehta,Consumer,5,6957.63,0.05,0.7225799867354049
1752,2024-08-03,2024,Aug,East,Patna,Apparel,Shoes,Priya Nair,Corporate,9,3175.61,0.2,0.5992693378974726
1753,2024-08-03,2024,Aug,West,Mumbai,Apparel,Jacket,Ananya Iyer,Corporate,1,2231.99,0.15,0.556961886348535
1754,2024-08-04,2024,Aug,South,Chennai,Home Appliances,Air Purifier,Ananya Iyer,Small Business,2,12041.89,0,0.7215294278299851
1755,2024-08-04,2024,Aug,East,Kolkata,Home Appliances,Air Purifier,Vikram Rao,Consumer,4,11756.91,0,0.733178160248467
1756,2024-08-05,2024,Aug,East,Kolkata,Apparel,T-Shirt,Divya Reddy,Corporate,12,793.04,0.05,0.6934772035812825
